file,mse,TP,FP,FN,TN,parameters,threshold_parameters,no_of_anomalies,first_label,length,first_label_ratio,
art_daily_no_noise.csv,7057.07131,0,364,0,3668,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.1125,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0421905560212;,0,4032,4032,1.0,
art_daily_perfect_square_wave.csv,5584.162127,0,350,0,3682,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.1125,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0421905560212;,0,4032,4032,1.0,
art_daily_small_noise.csv,7251.253912,0,360,0,3672,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.1125,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0421905560212;,0,4032,4032,1.0,
art_flatline.csv,2.325865,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.1125,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0421905560212;,0,4032,4032,1.0,
art_noisy.csv,16.135395,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.1125,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0421905560212;,0,4032,4032,1.0,
art_daily_flatmiddle.csv,23977.855586,1,870,0,2759,lstmWeight=0.1;cnnWeight=0.9;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.1125,comparision_window_size=100;threshold_max_multipler=2;training_ratio=0.0421905560212;,1,2680,4032,0.665,
art_daily_jumpsdown.csv,1347.303432,0,385,1,3244,lstmWeight=0.9;cnnWeight=0.1;lstmCells=15;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=10;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=30;training_ratio=0.1125,comparision_window_size=100;threshold_max_multipler=2;training_ratio=0.0421905560212;,1,2788,4032,0.691,
art_daily_jumpsup.csv,1760.440765,1,78,0,3551,lstmWeight=0.4;cnnWeight=0.2;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.1125,comparision_window_size=2;threshold_max_multipler=2;training_ratio=0.0421905560212;,1,2788,4032,0.691,
art_daily_nojump.csv,1867.272859,0,0,1,3629,lstmWeight=0.9;cnnWeight=0.1;lstmCells=15;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=10;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=30;training_ratio=0.1125,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0421905560212;,1,2788,4032,0.691,
art_increase_spike_density.csv,349.008128,0,0,1,3629,lstmWeight=0.1;cnnWeight=0.9;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.1125,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0421905560212;,1,1806,4032,0.44799999999999995,
