file,mse,TP,FP,FN,TN,parameters,threshold_parameters,no_of_anomalies,first_label,length,first_label_ratio,
art_daily_no_noise.csv,2204.218765,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.06,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0957530994461;,0,4032,4032,1.0,
art_daily_perfect_square_wave.csv,2265.983937,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.06,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0957530994461;,0,4032,4032,1.0,
art_daily_small_noise.csv,2831.284313,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.06,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0957530994461;,0,4032,4032,1.0,
art_flatline.csv,0.000921,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.06,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0957530994461;,0,4032,4032,1.0,
art_noisy.csv,39.583554,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.06,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0957530994461;,0,4032,4032,1.0,
art_daily_flatmiddle.csv,184439.325224,0,497,1,3132,lstmWeight=0.03;cnnWeight=0.05;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.06,comparision_window_size=100;threshold_max_multipler=2;training_ratio=0.0957530994461;,1,2680,4032,0.665,
art_daily_jumpsdown.csv,3120.209287,0,2,1,3627,lstmWeight=0.1;cnnWeight=1.0;lstmCells=15;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=10;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=30;training_ratio=0.06,comparision_window_size=100;threshold_max_multipler=2;training_ratio=0.0957530994461;,1,2788,4032,0.691,
art_daily_jumpsup.csv,2966.886766,0,0,1,3629,lstmWeight=0.4;cnnWeight=0.2;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.06,comparision_window_size=2;threshold_max_multipler=2;training_ratio=0.0957530994461;,1,2788,4032,0.691,
art_daily_nojump.csv,2990.602818,0,0,1,3629,lstmWeight=0.1;cnnWeight=1.0;lstmCells=15;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=10;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=30;training_ratio=0.06,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0957530994461;,1,2788,4032,0.691,
art_increase_spike_density.csv,391.577275,0,0,1,3629,lstmWeight=0.4;cnnWeight=0.2;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.06,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0957530994461;,1,1806,4032,0.44799999999999995,
art_load_balancer_spikes.csv,4.09973,0,0,1,3629,lstmWeight=0.6;cnnWeight=0.2;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.06,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0957530994461;,1,2735,4032,0.6779999999999999,
ec2_cpu_utilization_24ae8d.csvnan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
ec2_cpu_utilization_53ea38.csv,0.433645,0,0,2,3630,lstmWeight=0.5;cnnWeight=0.5;lstmCells=6;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=10;CNNDL3units=1;epochs=10;sequance_length=40;training_ratio=0.06,comparision_window_size=25;threshold_max_multipler=2;training_ratio=0.0957530994461;,2,1397,4032,0.34600000000000003,
ec2_cpu_utilization_5f5533.csv,72.170077,0,0,2,3630,lstmWeight=0.4;cnnWeight=0.6;lstmCells=5;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=10;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=40;training_ratio=0.06,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0957530994461;,2,1172,4032,0.29100000000000004,
