file,mse,TP,FP,FN,TN,parameters,threshold_parameters,no_of_anomalies,first_label,length,first_label_ratio,
art_daily_no_noise.csv,1443.302666,0,24,0,4008,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.105,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0501523967858;,0,4032,4032,1.0,
art_daily_perfect_square_wave.csv,2468.7191,0,149,0,3883,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.105,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0501523967858;,0,4032,4032,1.0,
art_daily_small_noise.csv,1566.859331,0,52,0,3980,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.105,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0501523967858;,0,4032,4032,1.0,
art_flatline.csv,2.187631,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.105,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0501523967858;,0,4032,4032,1.0,
art_noisy.csv,17.235847,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.105,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0501523967858;,0,4032,4032,1.0,
art_daily_flatmiddle.csv,5853.780172,0,0,1,3629,lstmWeight=0.1;cnnWeight=0.9;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.105,comparision_window_size=100;threshold_max_multipler=2;training_ratio=0.0501523967858;,1,2680,4032,0.665,
art_daily_jumpsdown.csv,3011.221615,0,5,1,3624,lstmWeight=0.9;cnnWeight=0.1;lstmCells=15;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=10;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=30;training_ratio=0.105,comparision_window_size=100;threshold_max_multipler=2;training_ratio=0.0501523967858;,1,2788,4032,0.691,
art_daily_jumpsup.csv,1274.504071,1,0,0,3629,lstmWeight=0.4;cnnWeight=0.2;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.105,comparision_window_size=2;threshold_max_multipler=2;training_ratio=0.0501523967858;,1,2788,4032,0.691,
art_daily_nojump.csv,1746.895477,0,0,1,3629,lstmWeight=0.9;cnnWeight=0.1;lstmCells=15;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=10;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=30;training_ratio=0.105,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0501523967858;,1,2788,4032,0.691,
art_increase_spike_density.csv,417.430094,0,0,1,3629,lstmWeight=0.1;cnnWeight=0.9;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.105,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0501523967858;,1,1806,4032,0.44799999999999995,
art_load_balancer_spikes.csv,1.04576,1,72,0,3557,lstmWeight=0.6;cnnWeight=0.2;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.105,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0501523967858;,1,2735,4032,0.6779999999999999,
ec2_cpu_utilization_24ae8d.csvnan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
ec2_cpu_utilization_53ea38.csv,0.253759,0,5,2,3625,lstmWeight=0.5;cnnWeight=0.5;lstmCells=6;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=10;CNNDL3units=1;epochs=10;sequance_length=40;training_ratio=0.105,comparision_window_size=25;threshold_max_multipler=2;training_ratio=0.0501523967858;,2,1397,4032,0.34600000000000003,
ec2_cpu_utilization_5f5533.csv,83.582971,1,678,1,2952,lstmWeight=0.9;cnnWeight=0.1;lstmCells=5;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=10;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=40;training_ratio=0.105,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0501523967858;,2,1172,4032,0.29100000000000004,
ec2_cpu_utilization_77c1ca.csv,1166.200454,0,1,1,3628,lstmWeight=0.7;cnnWeight=0.3;lstmCells=5;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=30;CNNDL2units=20;CNNDL3units=1;epochs=10;sequance_length=40;training_ratio=0.105,comparision_window_size=25;threshold_max_multipler=2;training_ratio=0.0501523967858;,1,1766,4032,0.43799999999999994,
