file,mse,TP,FP,FN,TN,parameters,threshold_parameters,no_of_anomalies,first_label,length,first_label_ratio,
art_daily_no_noise.csv,1876.411713,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.045,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.109841599585;,0,4032,4032,1.0,
art_daily_perfect_square_wave.csv,1669.980619,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.045,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.109841599585;,0,4032,4032,1.0,
art_daily_small_noise.csv,1842.485378,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.045,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.109841599585;,0,4032,4032,1.0,
art_flatline.csv,0.076543,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.045,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.109841599585;,0,4032,4032,1.0,
art_noisy.csv,12.96644,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.045,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.109841599585;,0,4032,4032,1.0,
art_daily_flatmiddle.csv,5312.406078,0,0,1,3629,lstmWeight=0.1;cnnWeight=0.9;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.045,comparision_window_size=100;threshold_max_multipler=2;training_ratio=0.109841599585;,1,2680,4032,0.665,
art_daily_jumpsdown.csv,3455.511672,0,0,1,3629,lstmWeight=0.9;cnnWeight=0.1;lstmCells=15;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=10;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=30;training_ratio=0.045,comparision_window_size=100;threshold_max_multipler=2;training_ratio=0.109841599585;,1,2788,4032,0.691,
art_daily_jumpsup.csv,1003.194067,1,0,0,3629,lstmWeight=0.4;cnnWeight=0.2;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.045,comparision_window_size=2;threshold_max_multipler=2;training_ratio=0.109841599585;,1,2788,4032,0.691,
art_daily_nojump.csv,4007.457959,0,0,1,3629,lstmWeight=0.9;cnnWeight=0.1;lstmCells=15;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=10;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=30;training_ratio=0.045,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.109841599585;,1,2788,4032,0.691,
art_increase_spike_density.csv,313.791184,0,0,1,3629,lstmWeight=0.1;cnnWeight=0.9;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.045,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.109841599585;,1,1806,4032,0.44799999999999995,
