file,mse,TP,FP,FN,TN,parameters,threshold_parameters,no_of_anomalies,first_label,length,first_label_ratio,
art_daily_no_noise.csv,1953.596427,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.015,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.136958710977;,0,4032,4032,1.0,
art_daily_perfect_square_wave.csv,2016.88067,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.015,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.136958710977;,0,4032,4032,1.0,
art_daily_small_noise.csv,inf,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.015,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.136958710977;,0,4032,4032,1.0,
art_flatline.csv,647.753082,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.015,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.136958710977;,0,4032,4032,1.0,
art_noisy.csv,inf,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.015,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.136958710977;,0,4032,4032,1.0,
art_daily_flatmiddle.csv,2082.880876,0,0,1,3629,lstmWeight=0.1;cnnWeight=0.9;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.015,comparision_window_size=100;threshold_max_multipler=2;training_ratio=0.136958710977;,1,2680,4032,0.665,
art_daily_jumpsdown.csv,35038.726646,0,0,1,3629,lstmWeight=0.9;cnnWeight=0.1;lstmCells=15;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=10;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=30;training_ratio=0.015,comparision_window_size=100;threshold_max_multipler=2;training_ratio=0.136958710977;,1,2788,4032,0.691,
art_daily_jumpsup.csv,2034.61594,1,0,0,3629,lstmWeight=0.4;cnnWeight=0.2;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.015,comparision_window_size=2;threshold_max_multipler=2;training_ratio=0.136958710977;,1,2788,4032,0.691,
art_daily_nojump.csv,35839.353253,0,0,1,3629,lstmWeight=0.9;cnnWeight=0.1;lstmCells=15;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=10;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=30;training_ratio=0.015,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.136958710977;,1,2788,4032,0.691,
art_increase_spike_density.csv,316.70768,0,0,1,3629,lstmWeight=0.1;cnnWeight=0.9;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.015,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.136958710977;,1,1806,4032,0.44799999999999995,
art_load_balancer_spikes.csv,0.344525,0,0,1,3629,lstmWeight=0.6;cnnWeight=0.2;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.015,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.136958710977;,1,2735,4032,0.6779999999999999,
ec2_cpu_utilization_24ae8d.csv,4.144603,0,0,2,3630,lstmWeight=0.5;cnnWeight=0.01;lstmCells=20;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=40;training_ratio=0.015,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.136958710977;,2,3448,4032,0.855,
