file,mse,TP,FP,FN,TN,parameters,threshold_parameters,no_of_anomalies,first_label,length,first_label_ratio,
art_daily_no_noise.csv,1241.685314,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.09,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0659400544959;,0,4032,4032,1.0,
art_daily_perfect_square_wave.csv,2945.243213,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.09,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0659400544959;,0,4032,4032,1.0,
art_daily_small_noise.csv,1316.213606,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.09,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0659400544959;,0,4032,4032,1.0,
art_flatline.csv,1.891541,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.09,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0659400544959;,0,4032,4032,1.0,
art_noisy.csv,20.803399,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.09,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0659400544959;,0,4032,4032,1.0,
art_daily_flatmiddle.csv,22864.951921,0,344,1,3285,lstmWeight=0.1;cnnWeight=0.9;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.09,comparision_window_size=100;threshold_max_multipler=2;training_ratio=0.0659400544959;,1,2680,4032,0.665,
art_daily_jumpsdown.csv,1975.38353,0,0,1,3629,lstmWeight=0.9;cnnWeight=0.1;lstmCells=15;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=10;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=30;training_ratio=0.09,comparision_window_size=100;threshold_max_multipler=2;training_ratio=0.0659400544959;,1,2788,4032,0.691,
art_daily_jumpsup.csv,1667.107514,1,0,0,3629,lstmWeight=0.4;cnnWeight=0.2;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.09,comparision_window_size=2;threshold_max_multipler=2;training_ratio=0.0659400544959;,1,2788,4032,0.691,
art_daily_nojump.csv,1784.787586,0,0,1,3629,lstmWeight=0.9;cnnWeight=0.1;lstmCells=15;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=10;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=30;training_ratio=0.09,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0659400544959;,1,2788,4032,0.691,
art_increase_spike_density.csv,323.255127,0,0,1,3629,lstmWeight=0.1;cnnWeight=0.9;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.09,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0659400544959;,1,1806,4032,0.44799999999999995,
art_load_balancer_spikes.csv,0.881819,0,48,1,3581,lstmWeight=0.6;cnnWeight=0.2;lstmCells=11;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.09,comparision_window_size=10;threshold_max_multipler=2;training_ratio=0.0659400544959;,1,2735,4032,0.6779999999999999,
ec2_cpu_utilization_24ae8d.csvnan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
ec2_cpu_utilization_53ea38.csv,0.258671,0,841,2,2789,lstmWeight=0.5;cnnWeight=0.5;lstmCells=6;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=10;CNNDL3units=1;epochs=10;sequance_length=40;training_ratio=0.09,comparision_window_size=25;threshold_max_multipler=2;training_ratio=0.0659400544959;,2,1397,4032,0.34600000000000003,
ec2_cpu_utilization_5f5533.csv,65.91572,1,524,1,3106,lstmWeight=0.9;cnnWeight=0.1;lstmCells=5;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=10;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=40;training_ratio=0.09,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0659400544959;,2,1172,4032,0.29100000000000004,
ec2_cpu_utilization_77c1ca.csv,1018.461449,0,1,1,3628,lstmWeight=0.7;cnnWeight=0.3;lstmCells=5;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=30;CNNDL2units=20;CNNDL3units=1;epochs=10;sequance_length=40;training_ratio=0.09,comparision_window_size=25;threshold_max_multipler=2;training_ratio=0.0659400544959;,1,1766,4032,0.43799999999999994,
ec2_cpu_utilization_825cc2.csv,240.058329,1,31,0,3658,lstmWeight=0.1;cnnWeight=0.9;lstmCells=8;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.09,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0659400544959;,1,1527,4032,0.379,
ec2_cpu_utilization_ac20cd.csv,3576.761426,1,255,0,3374,lstmWeight=0.9;cnnWeight=0.1;lstmCells=8;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.09,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0659400544959;,1,3375,4032,0.8370000000000001,
ec2_cpu_utilization_c6585a.csv,0.326011,0,0,0,4032,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.09,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0659400544959;,0,4032,4032,1.0,
ec2_cpu_utilization_fe7f93.csv,144.482056,2,38,1,3589,lstmWeight=0.5;cnnWeight=0.1;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.09,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0659400544959;,3,699,4032,0.17300000000000001,
ec2_disk_write_bytes_1ef3de.csv,1.594334008403442e+16,1,205,0,4052,lstmWeight=0.6;cnnWeight=0.4;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=40;training_ratio=0.09,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0659698025552;,1,2400,4730,0.507,
ec2_disk_write_bytes_c0d644.csv,2.5836817620832343e+18,1,337,2,3290,lstmWeight=0.9;cnnWeight=0.1;lstmCells=15;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=30;training_ratio=0.09,comparision_window_size=2;threshold_max_multipler=2;training_ratio=0.0659400544959;,3,1795,4032,0.445,
ec2_network_in_257a54.csv,112611743821185.94,1,231,0,3398,lstmWeight=0.9;cnnWeight=0.1;lstmCells=1;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=10;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=20;training_ratio=0.09,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.0659400544959;,1,1438,4032,0.35700000000000004,
ec2_network_in_5abac7.csv,27127108063317.016,0,776,2,3480,lstmWeight=0.1;cnnWeight=0.9;lstmCells=5;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=40;training_ratio=0.09,comparision_window_size=3;threshold_max_multipler=2;training_ratio=0.0659698025552;,2,2491,4730,0.527,
elb_request_count_8c0756.csv,14712.458227,0,0,2,3630,lstmWeight=0.05;cnnWeight=0.5;lstmCells=6;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=160;training_ratio=0.09,comparision_window_size=5;threshold_max_multipler=2;training_ratio=0.0659400544959;,2,684,4032,0.17,
grok_asg_anomaly.csv,355.763359,3,1932,0,2224,lstmWeight=0.9;cnnWeight=0.1;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.09,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.0660960532573;,3,1178,4621,0.255,
iio_us-east-1_i-a2eb1cd9_NetworkIn.csv,23115303793820.25,2,400,0,717,lstmWeight=0.008;cnnWeight=0.02;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=10;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.09,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.0662544169611;,2,219,1243,0.17600000000000002,
rds_cpu_utilization_cc0c53.csv,17.6628,2,323,0,3307,lstmWeight=0.5;cnnWeight=0.3;lstmCells=15;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.09,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.0659400544959;,2,2981,4032,0.7390000000000001,
rds_cpu_utilization_e47b3b.csv,505.784024,2,889,0,2741,lstmWeight=0.3;cnnWeight=0.8;lstmCells=15;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=20;CNNDL2units=5;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.09,comparision_window_size=4;threshold_max_multipler=2;training_ratio=0.0659400544959;,2,847,4032,0.21,
exchange-2_cpc_results.csv,0.00558,1,156,0,1305,lstmWeight=0.1;cnnWeight=0.9;lstmCells=10;CL1filters=1;CL1kernal_size=2;CL1strides=1;PL1pool_size=1;CNNDL1units=40;CNNDL2units=20;CNNDL3units=1;epochs=10;sequance_length=60;training_ratio=0.09,comparision_window_size=8;threshold_max_multipler=2;training_ratio=0.0656292286874;,1,245,1624,0.151,
